area,location_id,stage,stage_id,sex,sex_id,year_id,age_start,age_end,effective_sample_size,value,standard_error,x_sdi,x_tob,data_type,upper_ci,lower_ci,age_weights
Russian Federation,62,Intermediate,5,Both,3,2015,80,92,155.0,0.0967741935483871,0.0237471830603053,0.784913774,0.310906265,p,,,
China,6,Intermediate,5,Male,1,2017,50,59,1898.0,0.060063224446786,0.0054538795037701,0.684619661,0.499084021,p,,,
China,6,Intermediate,5,Male,1,2017,60,69,1211.0,0.1156069364161849,0.0091884559690678,0.684619661,0.499084021,p,,,
China,6,Intermediate,5,Male,1,2017,70,97,435.0,0.2160919540229885,0.0197336413514432,0.684619661,0.499084021,p,,,
China,6,Intermediate,5,Female,2,2017,50,59,2168.0,0.0419741697416974,0.0043067536219566,0.684619661,0.036207942,p,,,
China,6,Intermediate,5,Female,2,2017,60,69,1489.0,0.1168569509738079,0.0083252149209976,0.684619661,0.036207942,p,,,
China,6,Intermediate,5,Female,2,2017,70,97,518.0,0.2297297297297297,0.0184826946613856,0.684619661,0.036207942,p,,,
Spain,92,Intermediate,5,Both,3,2013,55,65,30669.0,0.0067983957742345,0.0004692152517389,0.747651982,0.330467812,p,,,
Spain,92,Intermediate,5,Both,3,2013,66,75,18690.5,0.0298547390385489,0.0012448429473379,0.747651982,0.330467812,p,,,
Spain,92,Intermediate,5,Both,3,2013,76,85,8748.0,0.0706447187928669,0.0027395318175338,0.747651982,0.330467812,p,,,
Spain,92,Intermediate,5,Both,3,2013,85,95,1681.0,0.110350981558596,0.007642115470753,0.747651982,0.330467812,p,,,
Spain,92,Intermediate,5,Male,1,2013,55,95,26223.5,0.0230137090777356,0.0009259599790202,0.747651982,0.367478261,p,,,
Spain,92,Intermediate,5,Female,2,2013,55,95,33702.5,0.0293895111638602,0.0009199995452118,0.747651982,0.294382417,p,,,
Ireland,84,Intermediate,5,Both,3,2013,55,64,1257.0,0.0469371519490851,0.0059655638494079,0.838644433,0.251642781,p,,,
Ireland,84,Intermediate,5,Both,3,2013,65,74,1061.0,0.0876531573986804,0.0086817260385918,0.838644433,0.251642781,p,,,
Ireland,84,Intermediate,5,Both,3,2013,75,84,325.0,0.1323076923076923,0.018794628272167,0.838644433,0.251642781,p,,,
Ireland,84,Intermediate,5,Both,3,2013,85,99,47.0,0.1702127659574468,0.0548189244118446,0.838644433,0.251642781,p,,,
Germany,81,Intermediate,5,Both,3,2016,50,95,4016.0,0.0861553784860557,0.0044277238348348,0.890896369,0.268395969,p,,,
Russian Federation,62,Intermediate,5,Both,3,2017,85,98,932.0,0.1984978540772532,0.0130653875539763,0.795669484,0.301889175,p,,,
United States of America,102,Intermediate,5,Both,3,2018,65,95,2175803.0,0.0160000698592657,8.506456542172394e-05,0.855049193,0.177129998,p,,,
United States of America,102,Intermediate,5,Both,3,2019,65,95,2445163.0,0.0160001603165106,8.024274431196762e-05,0.858578065,0.175695167,p,,,
