original_row_id,location_name,location_id,stage,stage_id,sex_name,sex_id,year_id,age_start,age_end,effective_sample_size,value,standard_error,ethnicity,Patients with AMD,split_stage,x_lpa,x_sdi,x_sev
465,Republic of Korea,68,Late-wet,6,Female,2,2017,50,59,2170,0.0018433179723502,0.000920809139073,Asian ancestry,4.0,Late-wet,32.47878719118329,0.872617764,17.41166936028813
466,Republic of Korea,68,Late-wet,6,Male,1,2017,60,69,1521,0.0092044707429322,0.0024486506181204,Asian ancestry,14.0,Late-wet,23.19783401556728,0.872617764,37.53195561735441
467,Republic of Korea,68,Late-wet,6,Female,2,2017,60,69,1976,0.006578947368421,0.0018186595839128,Asian ancestry,13.0,Late-wet,32.47878719118329,0.872617764,17.41166936028813
468,Republic of Korea,68,Late-wet,6,Male,1,2017,70,79,1000,0.02,0.0044271887242357,Asian ancestry,20.0,Late-wet,23.19783401556728,0.872617764,37.53195561735441
469,Republic of Korea,68,Late-wet,6,Female,2,2017,70,79,1284,0.0101246105919003,0.0027938103108772,Asian ancestry,13.0,Late-wet,32.47878719118329,0.872617764,17.41166936028813
470,Republic of Korea,68,Late-wet,6,Male,1,2017,80,95,267,0.0561797752808988,0.0140922068045709,Asian ancestry,15.0,Late-wet,23.19783401556728,0.872617764,37.53195561735441
471,Republic of Korea,68,Late-wet,6,Female,2,2017,80,95,343,0.0262390670553935,0.0086308448173284,Asian ancestry,9.0,Late-wet,32.47878719118329,0.872617764,17.41166936028813
484,Russian Federation,62,Late-wet,6,Both,3,2017,85,98,932,0.0697424892703862,0.0083433864264396,Asian ancestry,65.0,Late-wet,14.82683894765299,0.795669484,36.22062290827544
24,India,163,Late,3,Both,3,1996,40,49,1424,0.009129213483146,0.0025204042256952,Asian ancestry,4.105817448533303,Late-wet,13.75329146362457,0.370018644,35.164175693011366
25,India,163,Late,3,Both,3,1996,50,59,1047,0.0133715377268385,0.0035497204788805,Asian ancestry,6.202402773585288,Late-wet,13.75329146362457,0.370018644,35.164175693011366
26,India,163,Late,3,Both,3,1996,60,69,899,0.0344827586206896,0.006085568733159,Asian ancestry,14.351818366481284,Late-wet,13.75329146362457,0.370018644,35.164175693011366
27,India,163,Late,3,Both,3,1996,70,95,353,0.036827195467422,0.0100241850800761,Asian ancestry,5.375358017930969,Late-wet,13.75329146362457,0.370018644,35.164175693011366
28,China,6,Late,3,Both,3,2002,50,59,212,0.0566037735849056,0.0158709100214729,Asian ancestry,5.316345234501675,Late-wet,14.47829262425948,0.560542936,43.50083484766315
29,China,6,Late,3,Both,3,2002,60,69,311,0.135048231511254,0.0193802868880089,Asian ancestry,19.444399077168192,Late-wet,14.47829262425948,0.560542936,43.50083484766315
30,China,6,Late,3,Both,3,2002,70,79,381,0.2020997375328084,0.0205728609564081,Asian ancestry,34.87034869978564,Late-wet,14.47829262425948,0.560542936,43.50083484766315
31,China,6,Late,3,Both,3,2002,80,95,119,0.2352941176470588,0.0388847462961881,Asian ancestry,11.240262330908088,Late-wet,14.47829262425948,0.560542936,43.50083484766315
40,United States of America,102,Late,3,Male,1,2002,45,54,99,0.0,0.0,Asian ancestry,0.01,Late-wet,14.397347186789618,0.800403318,35.72280720992363
41,United States of America,102,Late,3,Female,2,2002,45,54,102,0.0,0.0,Asian ancestry,0.01,Late-wet,25.943561402943587,0.800403318,31.09972484695071
42,United States of America,102,Late,3,Male,1,2002,55,64,97,0.0103092783505154,0.010256000069563,Asian ancestry,0.4870940535530088,Late-wet,14.397347186789618,0.800403318,35.72280720992363
43,United States of America,102,Late,3,Female,2,2002,55,64,103,0.0,0.0,Asian ancestry,0.01,Late-wet,25.943561402943587,0.800403318,31.09972484695071
44,United States of America,102,Late,3,Male,1,2002,65,74,101,0.0099009900990099,0.0098518533684157,Asian ancestry,0.4761267783639633,Late-wet,14.397347186789618,0.800403318,35.72280720992363
45,United States of America,102,Late,3,Female,2,2002,65,74,101,0.0,0.0,Asian ancestry,0.01,Late-wet,25.943561402943587,0.800403318,31.09972484695071
46,United States of America,102,Late,3,Male,1,2002,75,85,50,0.06,0.0335857112474933,Asian ancestry,1.3676067606781488,Late-wet,14.397347186789618,0.800403318,35.72280720992363
47,United States of America,102,Late,3,Female,2,2002,75,85,46,0.0434782608695652,0.0300680032525271,Asian ancestry,0.8292572294456391,Late-wet,25.943561402943587,0.800403318,31.09972484695071
56,China,6,Late,3,Both,3,2001,40,44,733,0.0013642564802182,0.0013633255647361,Asian ancestry,0.2838198436876611,Late-wet,14.31813828565601,0.553680374,44.28757119711542
57,China,6,Late,3,Both,3,2001,45,49,710,0.0,0.0,Asian ancestry,0.01,Late-wet,14.31813828565601,0.553680374,44.28757119711542
58,China,6,Late,3,Both,3,2001,50,54,595,0.0,0.0,Asian ancestry,0.01,Late-wet,14.31813828565601,0.553680374,44.28757119711542
59,China,6,Late,3,Both,3,2001,55,59,576,0.0052083333333333,0.0029991916148188,Asian ancestry,1.3878724361792618,Late-wet,14.31813828565601,0.553680374,44.28757119711542
60,China,6,Late,3,Both,3,2001,60,64,726,0.0013774104683195,0.0013764615116321,Asian ancestry,0.4700897096635053,Late-wet,14.31813828565601,0.553680374,44.28757119711542
61,China,6,Late,3,Both,3,2001,65,69,554,0.0,0.0,Asian ancestry,0.01,Late-wet,14.31813828565601,0.553680374,44.28757119711542
62,China,6,Late,3,Both,3,2001,70,74,302,0.0,0.0,Asian ancestry,0.01,Late-wet,14.31813828565601,0.553680374,44.28757119711542
63,China,6,Late,3,Both,3,2001,75,95,180,0.0111111111111111,0.0078129715221218,Asian ancestry,0.8177111865531943,Late-wet,14.31813828565601,0.553680374,44.28757119711542
83,India,163,Late,3,Both,3,2002,50,59,511,0.0039138943248532,0.0027621199762756,Asian ancestry,0.8860575390836125,Late-wet,14.11609810909598,0.407411414,33.25121624232787
84,India,163,Late,3,Both,3,2002,60,69,352,0.0056818181818181,0.0040062221222852,Asian ancestry,0.9259237655794376,Late-wet,14.11609810909598,0.407411414,33.25121624232787
85,India,163,Late,3,Both,3,2002,70,79,238,0.0462184873949579,0.0136095521968761,Asian ancestry,4.981478385683662,Late-wet,14.11609810909598,0.407411414,33.25121624232787
94,Japan,67,Late,3,Male,1,2000,35,54,259,0.0,0.0,Asian ancestry,0.01,Late-wet,32.48145122222196,0.822938999,45.75982424274079
95,Japan,67,Late,3,Female,2,2000,35,54,329,0.0,0.0,Asian ancestry,0.01,Late-wet,43.805386693687744,0.822938999,29.235370882760108
96,Japan,67,Late,3,Male,1,2000,55,64,143,0.0,0.0,Asian ancestry,0.01,Late-wet,32.48145122222196,0.822938999,45.75982424274079
97,Japan,67,Late,3,Female,2,2000,55,64,205,0.0048780487804878,0.0048661365556726,Asian ancestry,0.4455078582781001,Late-wet,43.805386693687744,0.822938999,29.235370882760108
98,Japan,67,Late,3,Male,1,2000,65,74,211,0.0142180094786729,0.0081502064885705,Asian ancestry,1.42838033509189,Late-wet,32.48145122222196,0.822938999,45.75982424274079
99,Japan,67,Late,3,Female,2,2000,65,74,101,0.0099009900990099,0.0098518533684157,Asian ancestry,0.4344662829343817,Late-wet,43.805386693687744,0.822938999,29.235370882760108
100,Japan,67,Late,3,Male,1,2000,75,95,99,0.0303030303030303,0.0172283407156048,Asian ancestry,1.2847870241795385,Late-wet,32.48145122222196,0.822938999,45.75982424274079
101,Japan,67,Late,3,Female,2,2000,75,95,101,0.0,0.0,Asian ancestry,0.01,Late-wet,43.805386693687744,0.822938999,29.235370882760108
125,Taiwan (Province of China),8,Late,3,Male,1,1999,65,69,246,0.0121951219512195,0.0069977931921585,Asian ancestry,1.4364227406129473,Late-wet,24.67685308601169,0.745338399,47.76344584857674
126,Taiwan (Province of China),8,Late,3,Female,2,1999,65,69,158,0.0063291139240506,0.0063090532906267,Asian ancestry,0.437136286551292,Late-wet,33.25530514837849,0.745338399,32.724432592605
127,Taiwan (Province of China),8,Late,3,Male,1,1999,70,74,260,0.0153846153846153,0.0076329067439512,Asian ancestry,1.89696144568244,Late-wet,24.67685308601169,0.745338399,47.76344584857674
128,Taiwan (Province of China),8,Late,3,Female,2,1999,70,74,128,0.0078125,0.0077819225832564,Asian ancestry,0.4325889962227711,Late-wet,33.25530514837849,0.745338399,32.724432592605
129,Taiwan (Province of China),8,Late,3,Male,1,1999,75,79,101,0.0297029702970297,0.0168924096413367,Asian ancestry,1.4152834877681064,Late-wet,24.67685308601169,0.745338399,47.76344584857674
130,Taiwan (Province of China),8,Late,3,Female,2,1999,75,79,87,0.0114942528735632,0.0114280030256604,Asian ancestry,0.4301237185161773,Late-wet,33.25530514837849,0.745338399,32.724432592605
